session_id,session_start_hour,session_end_hour,total_ops,total_volume,hour_span
841,12,12,1,900.0,0
847,10,10,1,500.0,0
189,10,10,1,25.34,0
299,20,20,1,11000.0,0
707,21,21,2,700.0,0
704,13,13,1,200.0,0
1091,20,21,2,22218.15,1
981,22,22,1,13800.0,0
850,11,11,1,800.0,0
743,19,19,1,2600.0,0
862,18,18,1,500.0,0
597,12,12,1,4500.0,0
472,15,15,1,200.0,0
332,13,13,1,1000.0,0
67,12,12,1,146700.0,0
70,14,14,1,2500.0,0
609,11,12,2,22043.0,1
740,18,18,1,400.0,0
216,18,18,1,78.6,0
618,15,15,1,6200.0,0
85,16,16,2,5464.0,0
1008,16,15,5,52567.22,1
79,14,14,1,4288.46,0
621,21,21,1,200.0,0
728,19,19,2,3100.0,0
225,23,23,1,45872.57,0
478,17,17,1,993.0,0
731,1,1,1,1000.0,0
871,19,19,1,424.0,0
996,15,15,1,4000.0,0
88,20,20,1,1000.0,0
356,18,18,1,3399.95,0
484,15,14,3,716.6,1
606,22,22,2,19802.64,0
347,13,13,1,550.0,0
463,19,19,3,5500.0,0
353,23,23,1,300.0,0
94,16,16,1,42075.85,0
359,15,15,1,250.0,0
82,18,18,1,2000.0,0
856,16,16,1,1484.0,0
880,7,7,1,1040.0,0
210,10,10,1,132.41,0
335,5,5,1,305.0,0
1002,15,15,1,4900.0,0
984,16,16,1,216.45,0
204,12,12,1,5000.0,0
734,9,9,1,2000.0,0
91,15,15,1,1560.39,0
746,20,20,1,400.0,0
469,22,22,1,2056.0,0
993,20,20,1,15000.0,0
865,12,12,1,400.0,0
341,20,20,1,2000.0,0
329,10,10,1,200.0,0
987,20,20,1,55377.21,0
490,22,22,1,210.08,0
874,16,16,1,480.78,0
749,13,13,1,3000.0,0
859,11,11,1,400.0,0
868,19,19,1,1500.0,0
1014,19,19,1,4000.0,0
883,13,13,1,424.0,0
600,19,19,1,4286.0,0
201,20,20,1,1000.0,0
487,12,12,1,150.0,0
97,20,20,1,20000.0,0
207,23,23,1,170.0,0
603,14,14,1,4400.0,0
612,15,15,2,6684.84,0
853,20,20,1,800.0,0
219,19,19,1,500.0,0
481,14,14,1,200.0,0
999,13,13,1,20310.23,0
615,12,12,1,123080.0,0
1005,22,22,1,10982.25,0
594,19,19,1,1300.0,0
344,14,14,1,210.0,0
725,3,3,2,1000.0,0
350,16,16,1,837.0,0
73,17,17,1,41000.0,0
475,15,15,1,1000.0,0
1011,19,19,1,5500.0,0
198,18,18,1,73.0,0
338,8,8,1,1056.0,0
722,23,23,1,600.0,0
737,21,21,1,520.0,0
76,13,13,1,3000.0,0
877,13,13,1,1095.0,0
213,21,21,1,2350.0,0
222,12,12,1,300.0,0
591,10,10,1,240.0,0
460,12,12,2,440.0,0
752,22,22,1,500.0,0
990,14,15,7,90806.41,2
466,14,14,1,2055.0,0
228,15,15,3,5207.29,0
1020,19,18,3,131105.0,1
1023,13,13,2,69560.34,0
243,14,15,2,1242.0,1
654,20,20,1,2800.0,0
261,8,8,1,668.5,0
115,12,12,1,2958.0,0
764,20,20,1,1000.0,0
377,9,9,3,1340.58,0
103,9,9,1,100.0,0
505,19,19,1,200.0,0
1038,14,14,1,26204.73,0
109,12,12,1,900.0,0
130,20,20,1,312.0,0
907,10,10,1,2000.0,0
499,17,17,1,621.0,0
1041,12,12,1,13973.32,0
374,11,11,1,300.0,0
368,18,18,1,201.6,0
761,10,10,1,800.0,0
249,18,18,1,545.6,0
639,9,9,1,200.0,0
511,21,21,1,196.14,0
773,15,15,2,960.0,0
365,20,20,1,1200.0,0
127,4,4,1,110.0,0
624,19,19,1,50000.0,0
782,11,10,2,1000.0,1
889,13,13,1,500.0,0
1044,18,18,2,60000.0,0
645,17,17,1,4280.0,0
502,23,23,1,300.0,0
1035,20,20,1,21310.0,0
770,12,12,2,2500.0,0
231,14,14,1,100.0,0
913,10,10,1,333.9,0
785,18,18,1,800.0,0
758,23,23,1,500.0,0
380,21,21,1,200.0,0
767,13,12,2,2892.0,1
371,14,14,1,200.0,0
118,13,13,1,580.0,0
892,10,10,1,2600.0,0
112,12,12,1,76.87,0
389,23,23,1,1200.0,0
886,15,15,1,2120.0,0
1047,20,20,1,40000.0,0
642,15,15,2,16198.0,0
514,16,16,1,320.0,0
234,15,15,2,3005.9,0
895,16,16,1,1000.0,0
904,15,15,1,800.0,0
496,21,21,1,298.0,0
508,9,9,1,540.0,0
100,13,13,1,22153.02,0
124,10,10,1,107.0,0
630,16,16,1,8560.0,0
633,17,17,4,14949.0,0
898,14,14,1,1500.0,0
392,22,22,1,100.0,0
1032,22,22,1,23557.35,0
362,15,15,1,500.0,0
1026,16,17,4,102450.0,1
523,19,19,1,230.0,0
246,9,9,1,350.0,0
237,19,19,2,8800.78,0
520,19,19,1,6733.48,0
636,14,14,2,3513.95,0
755,16,16,2,1045.4299999999998,0
779,21,21,1,1000.0,0
255,5,5,1,1315.38,0
106,12,12,1,1055.21,0
1017,15,15,1,55092.97,0
252,14,14,1,350.0,0
910,20,20,1,500.0,0
121,13,13,1,1130.0,0
493,22,22,1,405.0,0
916,22,22,1,350.0,0
776,13,13,1,1340.0,0
258,12,12,1,19500.0,0
651,14,14,3,13115.5,0
1029,20,20,2,117510.0,0
901,13,13,1,400.0,0
240,16,16,1,100.0,0
517,20,20,1,250.0,0
648,21,21,4,22017.4,0
383,18,18,1,313.73,0
627,19,19,1,5800.0,0
386,10,10,1,200.0,0
20,18,18,1,5265.0,0
291,11,11,1,200.0,0
925,0,0,1,300.0,0
919,17,17,1,300.0,0
526,18,18,1,4000.0,0
547,19,19,1,13000.0,0
395,17,17,1,350.0,0
279,20,20,1,100.0,0
398,16,16,1,1000.0,0
29,13,13,1,5850.0,0
1050,16,16,1,8792.19,0
812,8,8,1,1050.0,0
285,20,20,1,100.0,0
788,18,18,2,3185.0,0
681,16,16,3,2400.0,0
550,14,14,1,250.0,0
410,17,17,1,180.0,0
946,16,17,3,66782.43,1
32,17,17,2,9000.0,0
800,16,16,1,1000.0,0
419,14,14,1,137.81,0
17,23,23,2,10505.6,0
1077,22,22,1,2500.0,0
282,10,10,1,210.0,0
142,22,22,1,10000.0,0
273,17,17,1,197.0,0
276,17,17,1,250.0,0
267,23,23,1,38261.25,0
794,14,14,1,700.0,0
1053,20,20,1,22000.0,0
407,19,19,1,256.0,0
806,12,12,1,1500.0,0
556,11,11,1,500.0,0
928,16,16,2,11000.0,0
529,16,16,2,416.0,0
791,9,9,1,1800.0,0
949,15,15,1,26000.0,0
1071,0,0,1,20000.0,0
264,12,12,1,4998.0,0
538,12,12,1,514.5,0
535,23,23,1,400.0,0
943,17,17,1,10521.0,0
678,11,11,1,700.0,0
937,10,10,1,40000.0,0
553,19,20,3,62950.0,1
5,1,1,2,6900.0,0
657,14,14,1,350.0,0
1074,18,18,2,600.0,0
544,16,16,1,4000.0,0
11,1,1,1,500.0,0
270,20,20,1,60000.0,0
1059,18,18,1,6146.79,0
803,19,19,1,800.0,0
404,14,14,1,810.0,0
940,18,18,1,4000.0,0
666,23,23,1,21000.0,0
684,21,21,1,1000.0,0
151,16,16,1,600.0,0
157,15,15,1,9000.0,0
14,14,14,1,2000.0,0
145,18,18,1,197.0,0
922,11,11,1,3114.0,0
294,16,16,1,950.0,0
8,18,18,1,1500.0,0
934,16,16,1,7700.0,0
148,23,23,1,4500.0,0
401,18,18,1,100.0,0
669,11,11,1,200.0,0
288,16,17,2,60467.0,1
413,18,18,1,100.0,0
1068,14,14,1,300.0,0
425,19,19,1,310.0,0
26,20,20,1,50.0,0
139,11,11,1,70.0,0
660,18,18,1,2161.0,0
163,23,23,1,500.0,0
136,22,22,1,100.0,0
675,15,15,1,210.0,0
532,15,15,1,500.0,0
160,17,17,1,779.25,0
23,23,23,1,1250.0,0
1080,18,18,1,22000.0,0
809,18,18,1,2000.0,0
663,17,17,3,29950.0,0
687,20,19,2,1700.0,1
541,22,22,1,500.0,0
818,13,13,1,525.0,0
1062,19,19,2,66142.38,0
797,21,21,1,4250.0,0
422,20,20,1,150.0,0
2,17,17,1,22207.07,0
672,17,17,1,9200.0,0
1065,11,11,1,500.0,0
815,18,18,1,5600.0,0
154,15,15,2,1686.0,0
1056,13,13,1,6585.0,0
416,21,21,1,200.0,0
133,15,15,1,390.0,0
931,21,20,4,151250.0,1
699,9,9,1,1400.0,0
166,8,8,1,32.13,0
976,13,13,1,15000.0,0
955,18,18,3,74504.94,0
711,21,21,1,209.6,0
62,19,19,1,3652.0,0
196,22,22,2,1600.0,0
824,17,17,1,400.0,0
309,12,12,2,1200.0,0
1092,17,17,1,14900.0,0
303,20,20,1,500.0,0
961,15,15,1,88000.0,0
431,22,22,1,200.0,0
562,23,23,3,76600.0,0
458,11,11,1,5000.0,0
1095,20,20,1,330.0,0
190,19,19,1,320.85,0
696,12,12,1,250.0,0
821,14,14,2,830.0,0
297,15,14,2,48208.0,1
306,23,23,1,200.0,0
1089,12,12,1,5000.0,0
559,15,15,1,3200.0,0
952,14,14,1,22391.92,0
836,22,22,1,3200.0,0
964,13,13,2,53000.0,0
175,23,23,1,27.0,0
65,19,19,1,12800.0,0
44,21,21,1,8000.0,0
178,21,21,1,150.23,0
434,12,12,1,490.0,0
169,16,16,1,32500.0,0
583,20,20,3,12234.0,0
1101,20,20,1,3300.0,0
982,18,18,1,105.68,0
184,16,16,1,35.29,0
565,13,13,1,4098.0,0
571,19,19,1,10800.0,0
443,9,9,1,300.0,0
300,15,15,1,40000.0,0
958,12,12,3,71000.0,0
181,19,19,1,309.0,0
714,15,15,1,400.0,0
851,16,16,1,440.0,0
446,14,14,1,150.0,0
315,14,14,1,200.0,0
708,11,11,1,208.0,0
827,11,11,1,620.0,0
830,23,23,1,1000.0,0
1083,20,20,1,8700.0,0
428,15,15,1,1000.0,0
568,16,16,1,250.0,0
717,0,0,1,400.0,0
327,8,8,1,500.0,0
318,9,9,1,2000.0,0
574,14,15,6,41928.0,1
1104,19,20,2,54953.0,1
690,11,11,1,800.0,0
970,16,16,2,16000.0,0
56,19,19,1,42000.0,0
1107,15,15,1,16000.0,0
324,13,13,1,200.0,0
35,17,17,1,42389.0,0
41,15,15,1,606.12,0
59,20,20,1,6580.08,0
172,16,16,1,96.12,0
452,23,23,1,350.0,0
580,14,14,1,4000.0,0
193,13,13,1,2187.0,0
705,17,17,1,220.0,0
577,18,18,2,49968.0,0
187,19,19,1,2300.0,0
967,16,16,1,22200.0,0
1098,13,13,1,800.0,0
833,23,23,1,403.0,0
38,17,17,1,10000.0,0
589,16,16,1,80811.03,0
312,14,14,1,1552.5,0
702,17,17,1,200.0,0
842,14,14,1,500.0,0
586,22,22,1,3000.0,0
47,1,1,1,192.0,0
693,10,10,1,1050.0,0
979,18,18,1,20350.0,0
848,14,14,1,530.0,0
845,17,17,1,500.0,0
53,21,21,1,4235.94,0
440,13,13,1,1500.0,0
1086,0,0,1,200.0,0
437,16,16,1,105.0,0
321,18,18,1,1148.0,0
973,21,21,1,20000.0,0
50,16,16,1,511.68,0
839,19,19,1,900.0,0
720,20,19,2,400.0,1
455,14,14,1,200.0,0
449,15,15,1,580.0,0
89,0,0,1,38000.0,0
86,15,15,1,2203.71,0
205,12,12,1,4500.0,0
994,12,12,1,22420.0,0
351,12,13,2,1307.8,1
997,18,18,1,53746.98,0
988,20,20,1,22379.82,0
479,21,21,1,200.0,0
354,12,12,1,200.0,0
336,19,19,1,200.0,0
1000,13,13,1,7630.0,0
750,18,18,1,400.0,0
491,17,17,1,200.0,0
98,21,21,1,5921.96,0
878,18,18,1,700.0,0
601,21,21,1,4250.0,0
875,21,21,1,500.0,0
470,9,9,1,200.0,0
488,12,12,1,100.0,0
199,16,16,1,800.0,0
991,17,18,2,39900.0,1
607,9,9,1,210.0,0
1006,22,22,1,13000.0,0
71,18,18,1,91978.56,0
753,12,12,1,400.0,0
592,13,13,1,21435.0,0
95,12,12,1,14334.4,0
747,10,10,1,900.0,0
622,11,11,3,9630.0,0
467,14,15,3,3056.0,1
211,16,16,1,1440.0,0
872,1,1,1,201.17,0
884,4,4,1,500.0,0
342,23,23,1,694.75,0
857,10,10,1,742.0,0
83,18,18,1,23100.0,0
473,15,15,1,818.8,0
860,12,12,2,1197.8,0
80,1,1,1,600.0,0
333,22,22,1,5000.0,0
866,20,20,1,530.0,0
744,8,8,1,500.0,0
595,22,22,1,17148.0,0
985,17,17,1,250.76,0
1012,22,22,1,4562.28,0
738,14,14,1,600.0,0
1015,17,17,1,5563.11,0
223,15,15,1,3000.0,0
202,16,16,1,39000.0,0
345,10,10,1,550.0,0
610,13,13,1,500.0,0
360,18,18,1,500.0,0
92,20,20,1,72100.0,0
485,21,21,1,250.0,0
357,19,19,1,230.0,0
723,10,10,1,520.0,0
229,16,16,1,3900.0,0
732,16,16,1,800.0,0
226,6,6,1,50.0,0
464,20,20,1,3090.0,0
339,11,11,1,200.0,0
741,17,17,1,472.0,0
208,10,10,1,4210.0,0
619,17,17,2,30800.0,0
1003,18,19,4,92914.69,1
330,15,15,1,283.23,0
613,16,16,1,1000.0,0
881,16,16,1,1500.0,0
348,20,20,1,5000.0,0
476,15,15,1,121.13,0
869,10,10,1,1000.0,0
854,0,0,1,500.0,0
217,13,13,1,103.2,0
726,19,19,1,400.0,0
1009,15,15,1,30000.0,0
220,13,13,1,752.55,0
598,14,14,1,4160.0,0
482,16,16,1,500.0,0
214,12,12,3,1500.0,0
863,2,2,1,2000.0,0
604,17,17,1,4606.5,0
461,14,14,1,300.0,0
77,12,12,1,7269.08,0
68,12,12,1,2500.0,0
735,11,11,1,450.0,0
616,13,13,1,6430.0,0
74,18,18,1,4000.0,0
729,12,12,1,571.5,0
509,12,12,1,890.0,0
122,15,15,1,300.0,0
652,15,15,1,2400.0,0
232,23,23,2,4000.0,0
1024,14,14,1,23074.74,0
1045,23,23,1,30000.0,0
899,22,22,1,449.0,0
917,6,6,1,1500.0,0
905,3,3,1,318.5,0
646,18,18,2,25750.4,0
628,20,20,2,60000.0,0
116,16,16,1,200.0,0
914,17,17,1,500.0,0
524,22,22,3,1184.0,0
631,23,23,1,3000.0,0
1048,15,15,1,2000.0,0
506,22,22,2,400.0,0
262,11,11,1,10000.0,0
768,14,14,1,400.0,0
759,10,10,1,1395.28,0
890,13,13,1,501.0,0
235,17,17,1,8370.0,0
896,16,16,1,1300.0,0
369,16,16,1,105.0,0
381,12,12,1,1800.0,0
372,10,10,1,520.0,0
259,19,19,1,200.55,0
518,15,15,1,250.0,0
771,14,14,1,420.0,0
1018,16,16,1,15000.0,0
250,22,22,1,81.0,0
244,15,15,1,1017.67,0
104,11,11,1,3300.0,0
113,14,14,1,50.0,0
765,11,11,1,1000.0,0
363,17,17,1,310.5,0
902,15,15,1,1000.0,0
494,12,12,1,300.0,0
131,14,14,1,4999.99,0
366,10,10,1,2247.91,0
1033,13,13,1,13200.0,0
238,22,22,1,2035.0,0
1039,19,19,3,76978.36,0
521,10,10,1,1000.0,0
119,15,15,1,2600.0,0
762,11,11,1,800.0,0
384,18,18,1,4228.79,0
637,18,18,1,7552.0,0
515,17,17,1,1180.0,0
503,16,16,3,3190.0,0
1027,18,18,2,95190.36,0
256,16,16,1,575.18,0
893,23,23,1,1110.04,0
887,11,10,2,2140.0,1
375,11,11,1,1030.0,0
110,21,21,1,600.0,0
655,10,10,2,450.0,0
908,13,13,1,365.0,0
107,15,15,2,57813.270000000004,0
241,9,9,1,516.63,0
378,18,18,1,300.0,0
911,17,17,1,500.0,0
640,12,11,3,68731.62,1
512,13,12,3,4760.719999999999,1
780,17,17,1,400.0,0
393,12,12,1,200.0,0
1036,12,12,1,28000.0,0
643,16,16,1,51574.0,0
625,21,21,1,7000.0,0
128,13,13,1,478.0,0
1021,20,20,1,10000.0,0
125,17,17,1,4140.0,0
634,22,22,2,17000.0,0
786,15,15,2,3100.0,0
649,22,22,2,1011.97,0
253,3,3,1,500.91,0
756,17,17,1,400.0,0
497,22,22,1,600.0,0
500,18,18,1,500.0,0
101,14,14,2,1010.0,0
1030,21,20,3,43257.34,1
777,16,16,1,800.0,0
390,14,14,1,100.0,0
247,17,17,1,303.41,0
1042,19,20,5,30413.92,1
783,13,13,1,960.0,0
387,14,14,1,206.2,0
774,9,9,1,522.5,0
