date,drawdown
2022-04-06,
2022-04-07,0.0
2022-04-08,-0.042751775632853706
2022-04-09,0.0
2022-04-10,-0.05681818181818177
2022-04-11,-0.0157272727272727
2022-04-12,-0.011071428571428066
2022-04-13,-0.025681818181818028
2022-04-14,-0.02056818181818143
2022-04-15,-0.03518595041322292
2022-04-16,-0.0681818181818179
2022-04-17,-0.06704545454545419
2022-04-19,-0.06171717171717106
2022-04-20,-0.022727272727272152
2022-04-21,-0.022727272727272152
2022-04-23,-0.05343181818181786
2022-04-24,-0.027272727272726782
2022-04-25,-0.029065656565656073
2022-04-26,-0.04024147727272698
2022-04-27,-0.02977272727272684
2022-04-28,-0.04054545454545433
2022-04-29,-0.05016233766233724
2022-04-30,-0.022424242424242125
2022-05-01,0.0
2022-05-02,-0.045395185101067326
2022-05-03,-0.0570065864183511
2022-05-06,-0.03577106518283002
2022-05-07,-0.0029525323642970447
2022-05-08,-0.025266863502157455
2022-05-09,0.0
2022-05-10,-0.0036776242296444606
2022-05-11,-0.050871709906992524
2022-05-12,-0.05121060360733498
2022-05-13,-0.014723048537108818
2022-05-14,0.0
2022-05-15,0.0
2022-05-16,-0.06591127897504279
2022-05-17,-0.05049671501571096
2022-05-18,-0.052343923572539586
2022-05-19,-0.044878915796489616
2022-05-20,-0.07520550988669183
2022-05-22,-0.09997778271495228
2022-05-23,-0.13352588313708058
2022-05-24,-0.14011701103458485
2022-05-25,-0.11800552258228314
2022-05-26,-0.11851334624051812
2022-05-28,-0.09670866791506638
2022-05-29,-0.07376138635858698
2022-05-30,-0.10734651558912833
2022-05-31,-0.1007077792236647
2022-06-01,-0.0952010664296824
2022-06-03,-0.06265274383470343
2022-06-04,-0.06376360808709192
2022-06-05,-0.09986669628971345
2022-06-06,-0.07696067540546547
2022-06-07,-0.08169613101850393
2022-06-08,-0.09836702954898935
2022-06-09,-0.09392357253943584
2022-06-10,-0.11104199066874043
2022-06-11,-0.08031548544767841
2022-06-12,-0.09009109086869627
2022-06-13,-0.07036820100583752
2022-06-14,-0.0471006443012667
2022-06-15,-0.09670578255337237
2022-06-16,-0.07785198060561727
2022-06-17,-0.08692512774938954
2022-06-18,-0.04527882692734986
2022-06-19,0.0
2022-06-20,-0.0920363636363638
2022-06-21,-0.08027636363636381
2022-06-22,-0.08363636363636362
2022-06-24,-0.1222545454545455
2022-06-25,-0.11614545454545466
2022-06-26,-0.170909090909091
2022-06-27,-0.11745454545454548
2022-06-28,-0.18395636363636358
2022-06-29,-0.10894545454545457
2022-06-30,-0.12127272727272742
2022-07-01,-0.12321454545454558
2022-07-02,-0.09236363636363643
2022-07-03,-0.12181818181818194
2022-07-04,-0.09295584415584446
2022-07-05,-0.10518181818181838
2022-07-06,-0.11090909090909096
2022-07-08,-0.12181818181818194
2022-07-09,-0.12181818181818194
2022-07-12,-0.1207272727272728
2022-07-29,-0.051999999999999824
2022-08-01,-0.05330909090909075
2022-08-03,-0.06225454545454534
2022-08-04,-0.08145454545454534
2022-08-08,-0.050909090909090904
2022-08-11,-0.06181818181818188
2022-09-06,-0.06203636363636367
2022-09-08,-0.06775272727272741
2022-09-09,-0.06872727272727286
2022-09-10,-0.060103896103896326
2022-09-11,-0.09236363636363654
2022-09-12,-0.05963636363636382
2022-09-13,-0.05920000000000014
2022-09-14,-0.05527272727272725
2022-09-15,-0.06181818181818166
2022-09-16,-0.055345454545454476
2022-09-17,-0.10763636363636353
2022-09-19,-0.06181818181818166
2022-09-24,-0.039999999999999813
2022-09-30,-0.05090909090909068
2022-10-01,-0.04218181818181799
2022-10-03,-0.04327272727272702
2022-10-04,-0.05090909090909068
2022-10-05,-0.05090909090909068
2022-10-06,-0.05570909090909082
2022-10-07,-0.049575757575757606
2022-10-10,-0.03716363636363618
2022-10-12,-0.04637090909090902
2022-10-13,-0.029090909090909056
2022-10-18,-0.029090909090909056
2022-11-11,-0.03280000000000005
2022-11-12,-0.045454545454545414
2022-11-18,-0.07599999999999985
2022-11-20,-0.018181818181818077
2022-11-22,-0.039999999999999925
2022-11-23,-0.06341818181818171
2022-11-24,-0.045454545454545414
2022-11-30,-0.09727272727272718
2022-12-01,-0.08690909090909082
2022-12-02,-0.10261818181818172
2022-12-04,-0.0873454545454545
2022-12-07,-0.10545454545454536
2022-12-08,-0.09999999999999998
2022-12-09,-0.11199999999999988
2022-12-10,-0.11199999999999988
2022-12-11,-0.11199999999999988
2022-12-26,0.0
2023-01-08,-0.021739130434782705
2023-01-10,-0.08695652173913049
2023-01-16,-0.13760869565217393
2023-01-18,-0.14188405797101444
2023-03-13,-0.17065217391304355
2023-03-14,0.0
2023-03-15,-0.9999562760092516
2023-03-16,-0.9999578909405682
2023-03-17,-0.999957374601984
2023-03-18,-0.9999564957277981
2023-03-21,-0.9999572098130741
2023-04-01,-0.999953914034877
2023-04-02,-0.9999532988229469
2023-04-06,-0.9999540376265594
2023-04-09,-0.9999533098088742
2023-04-16,-0.9999538591052404
2023-04-19,-0.9999531450199644
2023-04-20,-0.9999533098088742
2023-04-24,-0.9999530900903277
2023-04-26,-0.9999538591052404
2023-04-27,-0.9999534965696387
2023-04-28,-0.9999546693173805
2023-04-29,-0.9999538700911678
2023-04-30,-0.9999547379794264
2023-05-01,-0.9999540019222957
2023-05-02,-0.9999544468523522
2023-05-03,-0.9999548478386996
2023-05-08,-0.9999544084016067
2023-05-11,-0.9999549576979728
2023-05-16,-0.9999604506616346
2023-05-23,-0.999955506994339
2023-05-27,-0.9999549137542635
2023-11-25,-0.99995357347113
2023-11-27,-0.9999540495279807
2023-11-28,-0.9999544816411221
2023-11-29,-0.9999543672043791
2023-11-30,-0.9999542153631693
2023-12-01,-0.9999536366402121
2023-12-02,-0.9999539074433207
2023-12-03,-0.9999529033295632
2023-12-04,-0.9999539854434046
2023-12-05,-0.9999539323447559
2023-12-06,-0.9999540861477384
2023-12-07,-0.9999538591052404
2023-12-08,-0.9999539118376916
2023-12-10,-0.9999539689645136
2023-12-11,-0.9999542188943603
2023-12-12,-0.9999541392463872
2023-12-13,-0.9999537016402821
2023-12-14,-0.9999536236925121
2023-12-15,-0.9999542436126967
2023-12-18,-0.9999523979769064
2023-12-20,-0.9999542985423334
2023-12-21,-0.9999540788237868
2023-12-22,-0.9999538591052404
2023-12-23,-0.9999541227674962
2023-12-24,-0.9999541227674962
2024-01-01,-0.9999530351606911
2024-03-20,-0.9999551774165193
2025-03-05,-0.9999503655803514
2025-03-11,-0.9999502941718239
2025-03-12,-0.9999502721999692
2025-03-13,-0.999950535862225
2025-03-14,-0.9999505743129706
2025-03-17,-0.9999509390457578
2025-03-18,-0.9999510302289546
2025-03-19,-0.999950892904863
2025-03-20,-0.9999511016374821
2025-03-21,-0.9999505852988979
2025-03-22,-0.9999510613557486
2025-03-24,-0.9999502337492235
2025-03-25,-0.9999510522008092
2025-03-29,-0.999951299384174
2025-03-30,-0.9999531779777463
2025-03-31,-0.9999514246237455
2025-04-01,-0.999950958820427
2025-04-02,-0.999950826989299
2025-04-03,-0.9999510620881438
2025-04-04,-0.999949898068111
2025-04-05,-0.9999495745935841
2025-04-06,-0.9999492148044643
2025-04-07,-0.9999489245928842
2025-04-08,-0.9999484320571425
2025-04-09,-0.9999484683952098
2025-04-10,-0.999948585860125
2025-04-12,-0.9999487067053255
2025-04-13,-0.9999481024793228
2025-04-14,-0.9999486517756889
2025-04-15,-0.9999488165645989
2025-05-02,-0.9999517168494123
2025-05-05,-0.9999516619197757
2025-05-10,-0.9999516289619937
2025-05-12,-0.9999518376946128
2025-05-13,-0.9999522441739238
2025-05-14,-0.9999525957235982
2025-05-15,-0.9999535405133481
2025-05-16,-0.9999526396673075
2025-05-17,-0.9999526506532348
2025-05-19,-0.9999539940752047
2025-05-20,-0.9999540788237868
2025-05-23,-0.9999534086822202
2025-05-24,-0.999952485864325
2025-05-28,-0.9999527714984354
